B_4K	rho_4K	B_40K	rho_40K	B_80K	rho_80K	B_S1_30K	rho_S1_30K
	 nan	13.438	1.0138	 1.3651e+01	 1.0030e+00	38.119	 1.1149e+00
	 nan	13.45	1.0139	 1.3663e+01	 1.0030e+00	38.145	 1.1151e+00
	 nan	13.461	1.0139	 1.3675e+01	 1.0030e+00	38.172	 1.1151e+00
	 nan	13.473	1.0139	 1.3686e+01	 1.0029e+00	38.199	 1.1154e+00
	 nan	13.484	1.014	 1.3698e+01	 1.0029e+00	38.226	 1.1154e+00
	 nan	13.496	1.014	 1.3710e+01	 1.0029e+00	38.253	 1.1156e+00
	 nan	13.508	1.0141	 1.3722e+01	 1.0029e+00	38.279	 1.1156e+00
	 nan	13.519	1.0141	 1.3734e+01	 1.0028e+00	38.306	 1.1158e+00
	 nan	13.531	1.0141	 1.3745e+01	 1.0028e+00	38.333	 1.1159e+00
	 nan	13.543	1.0141	 1.3757e+01	 1.0028e+00	38.36	 1.1159e+00
	 nan	13.554	1.0141	 1.3769e+01	 1.0027e+00	38.387	 1.1162e+00
	 nan	13.566	1.0142	 1.3781e+01	 1.0027e+00	38.413	 1.1161e+00
	 nan	13.577	1.0141	 1.3793e+01	 1.0027e+00	38.44	 1.1164e+00
	 nan	13.589	1.0142	 1.3805e+01	 1.0026e+00	38.467	 1.1164e+00
	 nan	13.601	1.0142	 1.3816e+01	 1.0026e+00	38.494	 1.1166e+00
	 nan	13.613	1.0142	 1.3828e+01	 1.0026e+00	38.521	 1.1166e+00
	 nan	13.624	1.0142	 1.3840e+01	 1.0025e+00	38.548	 1.1167e+00
	 nan	13.636	1.0142	 1.3852e+01	 1.0025e+00	38.575	 1.1169e+00
	 nan	13.648	1.0143	 1.3864e+01	 1.0024e+00	38.602	 1.1169e+00
	 nan	13.659	1.0143	 1.3876e+01	 1.0024e+00	38.629	 1.1171e+00
	 nan	13.671	1.0143	 1.3888e+01	 1.0023e+00	38.656	 1.1171e+00
	 nan	13.683	1.0143	 1.3900e+01	 1.0023e+00	38.683	 1.1173e+00
	 nan	13.694	1.0144	 1.3912e+01	 1.0022e+00	38.71	 1.1173e+00
	 nan	13.706	1.0144	 1.3924e+01	 1.0022e+00	38.737	 1.1174e+00
	 nan	13.718	1.0145	 1.3936e+01	 1.0021e+00	38.764	 1.1176e+00
	 nan	13.73	1.0146	 1.3947e+01	 1.0021e+00	38.791	 1.1176e+00
	 nan	13.742	1.0145	 1.3960e+01	 1.0021e+00	38.818	 1.1179e+00
	 nan	13.753	1.0146	 1.3972e+01	 1.0020e+00	38.845	 1.1178e+00
	 nan	13.765	1.0147	 1.3983e+01	 1.0020e+00	38.872	 1.1181e+00
	 nan	13.777	1.0147	 1.3995e+01	 1.0020e+00	38.899	 1.1181e+00
	 nan	13.789	1.0148	 1.4008e+01	 1.0020e+00	38.926	 1.1182e+00
	 nan	13.801	1.0148	 1.4020e+01	 1.0019e+00	38.953	 1.1184e+00
	 nan	13.812	1.0149	 1.4032e+01	 1.0019e+00	38.98	 1.1184e+00
	 nan	13.824	1.0148	 1.4044e+01	 1.0019e+00	39.007	 1.1186e+00
	 nan	13.836	1.0149	 1.4056e+01	 1.0020e+00	39.034	 1.1186e+00
	 nan	13.848	1.0149	 1.4068e+01	 1.0019e+00	39.061	 1.1188e+00
	 nan	13.86	1.015	 1.4080e+01	 1.0020e+00	39.088	 1.1188e+00
	 nan	13.872	1.015	 1.4092e+01	 1.0020e+00	39.115	 1.1189e+00
	 nan	13.884	1.015	 1.4104e+01	 1.0020e+00	39.142	 1.1191e+00
	 nan	13.896	1.0151	 1.4116e+01	 1.0021e+00	39.17	 1.1190e+00
	 nan	13.908	1.0151	 1.4128e+01	 1.0021e+00	39.197	 1.1193e+00
	 nan	13.919	1.0152	 1.4140e+01	 1.0021e+00	39.224	 1.1192e+00
	 nan	13.931	1.0152	 1.4152e+01	 1.0022e+00	39.251	 1.1194e+00
	 nan	13.943	1.0152	 1.4165e+01	 1.0022e+00	39.278	 1.1194e+00
	 nan	13.955	1.0152	 1.4177e+01	 1.0023e+00	39.305	 1.1195e+00
	 nan	13.967	1.0152	 1.4189e+01	 1.0023e+00	39.333	 1.1196e+00
	 nan	13.979	1.0152	 1.4201e+01	 1.0024e+00	39.36	 1.1196e+00
	 nan	13.991	1.0152	 1.4213e+01	 1.0024e+00	39.387	 1.1198e+00
	 nan	14.003	1.0152	 1.4225e+01	 1.0025e+00	39.414	 1.1198e+00
	 nan	14.015	1.0152	 1.4238e+01	 1.0025e+00	39.441	 1.1200e+00
	 nan	14.027	1.0152	 1.4250e+01	 1.0026e+00	39.469	 1.1200e+00
	 nan	14.039	1.0152	 1.4262e+01	 1.0026e+00	39.496	 1.1201e+00
	 nan	14.051	1.0152	 1.4274e+01	 1.0026e+00	39.523	 1.1202e+00
	 nan	14.063	1.0152	 1.4286e+01	 1.0027e+00	39.55	 1.1203e+00
	 nan	14.075	1.0152	 1.4299e+01	 1.0027e+00	39.578	 1.1205e+00
	 nan	14.088	1.0153	 1.4311e+01	 1.0027e+00	39.605	 1.1205e+00
	 nan	14.1	1.0152	 1.4323e+01	 1.0027e+00	39.632	 1.1207e+00
	 nan	14.112	1.0153	 1.4335e+01	 1.0028e+00	39.66	 1.1207e+00
	 nan	14.124	1.0153	 1.4348e+01	 1.0028e+00	39.687	 1.1209e+00
	 nan	14.136	1.0153	 1.4360e+01	 1.0028e+00	39.714	 1.1211e+00
	 nan	14.148	1.0154	 1.4372e+01	 1.0029e+00	39.742	 1.1211e+00
	 nan	14.16	1.0154	 1.4384e+01	 1.0029e+00	39.769	 1.1214e+00
	 nan	14.172	1.0155	 1.4397e+01	 1.0029e+00	39.796	 1.1214e+00
	 nan	14.184	1.0155	 1.4409e+01	 1.0029e+00	39.824	 1.1217e+00
	 nan	14.196	1.0156	 1.4421e+01	 1.0030e+00	39.851	 1.1218e+00
	 nan	14.209	1.0156	 1.4434e+01	 1.0030e+00	39.878	 1.1220e+00
	 nan	14.221	1.0156	 1.4446e+01	 1.0030e+00	39.906	 1.1222e+00
	 nan	14.233	1.0157	 1.4459e+01	 1.0030e+00	39.933	 1.1223e+00
	 nan	14.245	1.0156	 1.4471e+01	 1.0030e+00	39.961	 1.1227e+00
	 nan	14.257	1.0157	 1.4483e+01	 1.0031e+00	39.988	 1.1227e+00
	 nan	14.27	1.0157	 1.4496e+01	 1.0031e+00	40.016	 1.1230e+00
	 nan	14.282	1.0157	 1.4508e+01	 1.0031e+00	40.043	 1.1231e+00
	 nan	14.294	1.0157	 1.4521e+01	 1.0031e+00	40.07	 1.1234e+00
	 nan	14.306	1.0157	 1.4533e+01	 1.0032e+00	40.098	 1.1235e+00
	 nan	14.318	1.0158	 1.4545e+01	 1.0032e+00	40.125	 1.1236e+00
	 nan	14.331	1.0158	 1.4558e+01	 1.0032e+00	40.153	 1.1239e+00
	 nan	14.343	1.0158	 1.4570e+01	 1.0032e+00	40.18	 1.1239e+00
	 nan	14.355	1.0158	 1.4583e+01	 1.0032e+00	40.208	 1.1242e+00
	 nan	14.367	1.0159	 1.4595e+01	 1.0032e+00	40.235	 1.1242e+00
	 nan	14.38	1.0159	 1.4608e+01	 1.0032e+00	40.263	 1.1244e+00
	 nan	14.392	1.0159	 1.4620e+01	 1.0032e+00	40.29	 1.1245e+00
	 nan	14.404	1.016	 1.4633e+01	 1.0032e+00	40.318	 1.1245e+00
	 nan	14.417	1.016	 1.4645e+01	 1.0032e+00	40.345	 1.1247e+00
	 nan	14.429	1.0161	 1.4658e+01	 1.0032e+00	40.373	 1.1247e+00
	 nan	14.441	1.0161	 1.4670e+01	 1.0032e+00	40.4	 1.1249e+00
	 nan	14.454	1.0163	 1.4683e+01	 1.0032e+00	40.428	 1.1249e+00
	 nan	14.466	1.0163	 1.4695e+01	 1.0032e+00	40.456	 1.1251e+00
	 nan	14.478	1.0164	 1.4708e+01	 1.0032e+00	40.483	 1.1251e+00
	 nan	14.491	1.0165	 1.4720e+01	 1.0032e+00	40.511	 1.1251e+00
	 nan	14.503	1.0165	 1.4733e+01	 1.0032e+00	40.538	 1.1253e+00
	 nan	14.515	1.0166	 1.4745e+01	 1.0032e+00	40.566	 1.1252e+00
	 nan	14.528	1.0166	 1.4758e+01	 1.0032e+00	40.593	 1.1254e+00
	 nan	14.54	1.0167	 1.4771e+01	 1.0033e+00	40.621	 1.1253e+00
	 nan	14.553	1.0167	 1.4783e+01	 1.0032e+00	40.649	 1.1254e+00
	 nan	14.565	1.0167	 1.4796e+01	 1.0033e+00	40.676	 1.1254e+00
	 nan	14.578	1.0167	 1.4809e+01	 1.0033e+00	40.704	 1.1254e+00
	 nan	14.59	1.0166	 1.4821e+01	 1.0033e+00	40.732	 1.1255e+00
	 nan	14.602	1.0166	 1.4834e+01	 1.0033e+00	40.759	 1.1254e+00
	 nan	14.615	1.0165	 1.4847e+01	 1.0033e+00	40.787	 1.1255e+00
	 nan	14.627	1.0165	 1.4859e+01	 1.0033e+00	40.815	 1.1254e+00
	 nan	14.64	1.0164	 1.4872e+01	 1.0033e+00	40.842	 1.1255e+00
	 nan	14.652	1.0163	 1.4884e+01	 1.0033e+00	40.87	 1.1254e+00
	 nan	14.665	1.0163	 1.4897e+01	 1.0033e+00	40.898	 1.1254e+00
	 nan	14.677	1.0162	 1.4910e+01	 1.0033e+00	40.925	 1.1255e+00
	 nan	14.69	1.0161	 1.4923e+01	 1.0034e+00	40.953	 1.1254e+00
	 nan	14.702	1.016	 1.4935e+01	 1.0033e+00	40.981	 1.1255e+00
	 nan	14.715	1.016	 1.4948e+01	 1.0034e+00	41.009	 1.1254e+00
	 nan	14.727	1.0159	 1.4961e+01	 1.0034e+00	41.036	 1.1255e+00
	 nan	14.74	1.0159	 1.4974e+01	 1.0034e+00	41.064	 1.1255e+00
	 nan	14.753	1.0159	 1.4986e+01	 1.0034e+00	41.092	 1.1256e+00
	 nan	14.765	1.0159	 1.4999e+01	 1.0034e+00	41.12	 1.1257e+00
	 nan	14.778	1.0159	 1.5012e+01	 1.0035e+00	41.148	 1.1257e+00
	 nan	14.79	1.0159	 1.5025e+01	 1.0034e+00	41.175	 1.1260e+00
	 nan	14.803	1.016	 1.5037e+01	 1.0035e+00	41.203	 1.1260e+00
	 nan	14.816	1.016	 1.5050e+01	 1.0035e+00	41.231	 1.1263e+00
	 nan	14.828	1.016	 1.5063e+01	 1.0035e+00	41.259	 1.1263e+00
	 nan	14.841	1.0161	 1.5076e+01	 1.0035e+00	41.287	 1.1265e+00
	 nan	14.854	1.0161	 1.5089e+01	 1.0036e+00	41.314	 1.1267e+00
	 nan	14.866	1.0162	 1.5102e+01	 1.0036e+00	41.342	 1.1268e+00
	 nan	14.879	1.0161	 1.5115e+01	 1.0036e+00	41.37	 1.1271e+00
	 nan	14.892	1.0162	 1.5127e+01	 1.0037e+00	41.398	 1.1272e+00
	 nan	14.904	1.0162	 1.5140e+01	 1.0036e+00	41.426	 1.1275e+00
	 nan	14.917	1.0163	 1.5153e+01	 1.0037e+00	41.454	 1.1276e+00
	 nan	14.93	1.0164	 1.5166e+01	 1.0037e+00	41.481	 1.1278e+00
	 nan	14.942	1.0164	 1.5179e+01	 1.0037e+00	41.509	 1.1280e+00
	 nan	14.955	1.0165	 1.5192e+01	 1.0038e+00	41.537	 1.1281e+00
	 nan	14.968	1.0166	 1.5205e+01	 1.0038e+00	41.565	 1.1284e+00
	 nan	14.981	1.0167	 1.5218e+01	 1.0038e+00	41.593	 1.1285e+00
	 nan	14.993	1.0167	 1.5231e+01	 1.0038e+00	41.621	 1.1288e+00
	 nan	15.006	1.0169	 1.5244e+01	 1.0039e+00	41.649	 1.1289e+00
	 nan	15.019	1.017	 1.5257e+01	 1.0039e+00	41.677	 1.1292e+00
	 nan	15.032	1.0171	 1.5270e+01	 1.0039e+00	41.705	 1.1294e+00
	 nan	15.044	1.0172	 1.5283e+01	 1.0039e+00	41.733	 1.1295e+00
	 nan	15.057	1.0173	 1.5296e+01	 1.0039e+00	41.761	 1.1298e+00
	 nan	15.07	1.0174	 1.5309e+01	 1.0040e+00	41.789	 1.1298e+00
	 nan	15.083	1.0175	 1.5322e+01	 1.0039e+00	41.817	 1.1302e+00
	 nan	15.096	1.0176	 1.5335e+01	 1.0040e+00	41.845	 1.1302e+00
	 nan	15.109	1.0177	 1.5348e+01	 1.0039e+00	41.873	 1.1305e+00
	 nan	15.121	1.0177	 1.5361e+01	 1.0039e+00	41.901	 1.1306e+00
	 nan	15.134	1.0178	 1.5374e+01	 1.0039e+00	41.929	 1.1307e+00
	 nan	15.147	1.0178	 1.5387e+01	 1.0039e+00	41.957	 1.1309e+00
	 nan	15.16	1.018	 1.5400e+01	 1.0039e+00	41.985	 1.1309e+00
	 nan	15.173	1.0179	 1.5413e+01	 1.0038e+00	42.013	 1.1311e+00
	 nan	15.186	1.018	 1.5426e+01	 1.0038e+00	42.041	 1.1311e+00
	 nan	15.199	1.018	 1.5440e+01	 1.0038e+00	42.069	 1.1313e+00
	 nan	15.212	1.018	 1.5453e+01	 1.0038e+00	42.097	 1.1313e+00
	 nan	15.225	1.0181	 1.5466e+01	 1.0037e+00	42.125	 1.1313e+00
	 nan	15.238	1.0181	 1.5479e+01	 1.0037e+00	42.153	 1.1315e+00
	 nan	15.251	1.0181	 1.5492e+01	 1.0037e+00	42.181	 1.1314e+00
	 nan	15.264	1.0181	 1.5505e+01	 1.0036e+00	42.209	 1.1316e+00
	 nan	15.277	1.0182	 1.5518e+01	 1.0036e+00	42.237	 1.1316e+00
	 nan	15.289	1.0181	 1.5531e+01	 1.0036e+00	42.265	 1.1318e+00
	 nan	15.302	1.0181	 1.5545e+01	 1.0036e+00	42.293	 1.1318e+00
	 nan	15.315	1.0182	 1.5558e+01	 1.0036e+00	42.321	 1.1319e+00
	 nan	15.329	1.0181	 1.5571e+01	 1.0035e+00	42.349	 1.1321e+00
	 nan	15.341	1.0182	 1.5584e+01	 1.0035e+00	42.378	 1.1321e+00
	 nan	15.354	1.0182	 1.5598e+01	 1.0035e+00	42.406	 1.1324e+00
	 nan	15.368	1.0183	 1.5611e+01	 1.0035e+00	42.434	 1.1324e+00
	 nan	15.381	1.0182	 1.5624e+01	 1.0035e+00	42.462	 1.1326e+00
	 nan	15.394	1.0183	 1.5637e+01	 1.0035e+00	42.49	 1.1328e+00
	 nan	15.407	1.0183	 1.5651e+01	 1.0034e+00	42.518	 1.1329e+00
	 nan	15.42	1.0183	 1.5664e+01	 1.0034e+00	42.547	 1.1332e+00
	 nan	15.433	1.0184	 1.5677e+01	 1.0034e+00	42.575	 1.1332e+00
	 nan	15.446	1.0184	 1.5691e+01	 1.0034e+00	42.603	 1.1336e+00
	 nan	15.459	1.0185	 1.5704e+01	 1.0034e+00	42.631	 1.1336e+00
	 nan	15.472	1.0185	 1.5717e+01	 1.0034e+00	42.659	 1.1340e+00
	 nan	15.485	1.0186	 1.5730e+01	 1.0034e+00	42.687	 1.1341e+00
	 nan	15.498	1.0186	 1.5744e+01	 1.0034e+00	42.716	 1.1343e+00
	 nan	15.512	1.0187	 1.5757e+01	 1.0034e+00	42.744	 1.1345e+00
	 nan	15.525	1.0188	 1.5771e+01	 1.0034e+00	42.772	 1.1346e+00
	 nan	15.538	1.0188	 1.5784e+01	 1.0034e+00	42.8	 1.1349e+00
	 nan	15.551	1.0189	 1.5797e+01	 1.0034e+00	42.828	 1.1349e+00
	 nan	15.564	1.0189	 1.5811e+01	 1.0034e+00	42.857	 1.1352e+00
	 nan	15.578	1.019	 1.5824e+01	 1.0034e+00	42.885	 1.1353e+00
	 nan	15.591	1.0191	 1.5838e+01	 1.0034e+00	42.913	 1.1354e+00
	 nan	15.604	1.0192	 1.5851e+01	 1.0034e+00	42.941	 1.1356e+00
	 nan	15.617	1.0193	 1.5864e+01	 1.0035e+00	42.97	 1.1356e+00
	 nan	15.63	1.0193	 1.5878e+01	 1.0034e+00	42.998	 1.1358e+00
	 nan	15.644	1.0194	 1.5891e+01	 1.0035e+00	43.026	 1.1357e+00
	 nan	15.657	1.0195	 1.5905e+01	 1.0035e+00	43.055	 1.1359e+00
	 nan	15.67	1.0196	 1.5918e+01	 1.0035e+00	43.083	 1.1359e+00
	 nan	15.684	1.0196	 1.5932e+01	 1.0035e+00	43.111	 1.1360e+00
	 nan	15.697	1.0196	 1.5945e+01	 1.0035e+00	43.139	 1.1361e+00
	 nan	15.71	1.0197	 1.5959e+01	 1.0036e+00	43.168	 1.1360e+00
	 nan	15.723	1.0196	 1.5972e+01	 1.0036e+00	43.196	 1.1362e+00
	 nan	15.737	1.0197	 1.5986e+01	 1.0036e+00	43.224	 1.1361e+00
	 nan	15.75	1.0196	 1.5999e+01	 1.0036e+00	43.253	 1.1363e+00
	 nan	15.764	1.0196	 1.6013e+01	 1.0036e+00	43.281	 1.1362e+00
	 nan	15.777	1.0196	 1.6026e+01	 1.0037e+00	43.309	 1.1363e+00
	 nan	15.79	1.0195	 1.6040e+01	 1.0037e+00	43.338	 1.1364e+00
	 nan	15.804	1.0195	 1.6053e+01	 1.0037e+00	43.366	 1.1364e+00
	 nan	15.817	1.0194	 1.6067e+01	 1.0037e+00	43.395	 1.1365e+00
	 nan	15.83	1.0194	 1.6081e+01	 1.0037e+00	43.423	 1.1365e+00
	 nan	15.844	1.0193	 1.6094e+01	 1.0037e+00	43.451	 1.1367e+00
	 nan	15.857	1.0193	 1.6108e+01	 1.0038e+00	43.48	 1.1366e+00
	 nan	15.871	1.0192	 1.6122e+01	 1.0037e+00	43.508	 1.1368e+00
	 nan	15.884	1.0192	 1.6135e+01	 1.0038e+00	43.536	 1.1369e+00
	 nan	15.898	1.0191	 1.6149e+01	 1.0037e+00	43.565	 1.1370e+00
	 nan	15.911	1.0191	 1.6163e+01	 1.0037e+00	43.593	 1.1372e+00
	 nan	15.924	1.0191	 1.6176e+01	 1.0037e+00	43.622	 1.1372e+00
	 nan	15.938	1.019	 1.6190e+01	 1.0037e+00	43.65	 1.1375e+00
	 nan	15.951	1.0191	 1.6203e+01	 1.0037e+00	43.678	 1.1376e+00
	 nan	15.965	1.0191	 1.6217e+01	 1.0036e+00	43.707	 1.1379e+00
	 nan	15.978	1.0191	 1.6231e+01	 1.0036e+00	43.735	 1.1380e+00
	 nan	15.992	1.0192	 1.6245e+01	 1.0035e+00	43.764	 1.1382e+00
	 nan	16.005	1.0192	 1.6258e+01	 1.0035e+00	43.792	 1.1385e+00
	 nan	16.019	1.0193	 1.6272e+01	 1.0035e+00	43.821	 1.1386e+00
	 nan	16.032	1.0193	 1.6286e+01	 1.0034e+00	43.849	 1.1390e+00
	 nan	16.046	1.0194	 1.6300e+01	 1.0034e+00	43.878	 1.1391e+00
	 nan	16.06	1.0194	 1.6313e+01	 1.0033e+00	43.906	 1.1395e+00
	 nan	16.073	1.0195	 1.6327e+01	 1.0033e+00	43.934	 1.1397e+00
	 nan	16.087	1.0195	 1.6341e+01	 1.0033e+00	43.963	 1.1399e+00
	 nan	16.1	1.0196	 1.6355e+01	 1.0032e+00	43.992	 1.1403e+00
	 nan	16.114	1.0197	 1.6369e+01	 1.0032e+00	44.02	 1.1404e+00
	 nan	16.128	1.0197	 1.6382e+01	 1.0032e+00	44.048	 1.1408e+00
	 nan	16.141	1.0198	 1.6396e+01	 1.0032e+00	44.077	 1.1409e+00
	 nan	16.155	1.0198	 1.6410e+01	 1.0032e+00	44.105	 1.1412e+00
	 nan	16.169	1.0199	 1.6424e+01	 1.0032e+00	44.134	 1.1414e+00
	 nan	16.182	1.02	 1.6438e+01	 1.0032e+00	44.163	 1.1416e+00
	 nan	16.196	1.02	 1.6452e+01	 1.0032e+00	44.191	 1.1420e+00
	 nan	16.209	1.0201	 1.6466e+01	 1.0032e+00	44.219	 1.1421e+00
	 nan	16.223	1.0201	 1.6480e+01	 1.0032e+00	44.248	 1.1424e+00
	 nan	16.237	1.0202	 1.6493e+01	 1.0033e+00	44.277	 1.1425e+00
	 nan	16.251	1.0202	 1.6507e+01	 1.0033e+00	44.305	 1.1428e+00
	 nan	16.264	1.0203	 1.6521e+01	 1.0034e+00	44.334	 1.1430e+00
	 nan	16.278	1.0204	 1.6535e+01	 1.0034e+00	44.362	 1.1431e+00
	 nan	16.292	1.0204	 1.6549e+01	 1.0035e+00	44.391	 1.1434e+00
	 nan	16.305	1.0205	 1.6563e+01	 1.0035e+00	44.419	 1.1434e+00
	 nan	16.319	1.0205	 1.6577e+01	 1.0036e+00	44.448	 1.1437e+00
	 nan	16.333	1.0206	 1.6591e+01	 1.0037e+00	44.477	 1.1436e+00
	 nan	16.347	1.0206	 1.6605e+01	 1.0037e+00	44.505	 1.1438e+00
	 nan	16.361	1.0206	 1.6619e+01	 1.0038e+00	44.534	 1.1438e+00
	 nan	16.374	1.0206	 1.6633e+01	 1.0038e+00	44.562	 1.1439e+00
	 nan	16.388	1.0206	 1.6647e+01	 1.0039e+00	44.591	 1.1440e+00
	 nan	16.402	1.0206	 1.6661e+01	 1.0039e+00	44.62	 1.1439e+00
	 nan	16.416	1.0205	 1.6675e+01	 1.0039e+00	44.648	 1.1441e+00
	 nan	16.43	1.0206	 1.6689e+01	 1.0040e+00	44.677	 1.1440e+00
	 nan	16.444	1.0205	 1.6703e+01	 1.0040e+00	44.705	 1.1441e+00
	 nan	16.457	1.0205	 1.6717e+01	 1.0041e+00	44.734	 1.1441e+00
	 nan	16.471	1.0204	 1.6731e+01	 1.0041e+00	44.763	 1.1442e+00
	 nan	16.485	1.0203	 1.6745e+01	 1.0041e+00	44.791	 1.1443e+00
	 nan	16.499	1.0203	 1.6760e+01	 1.0041e+00	44.82	 1.1442e+00
	 nan	16.513	1.0202	 1.6774e+01	 1.0041e+00	44.849	 1.1444e+00
	 nan	16.527	1.0203	 1.6788e+01	 1.0041e+00	44.877	 1.1444e+00
	 nan	16.541	1.0202	 1.6802e+01	 1.0041e+00	44.906	 1.1446e+00
	 nan	16.555	1.0202	 1.6816e+01	 1.0041e+00	44.934	 1.1446e+00
	 nan	16.569	1.0202	 1.6830e+01	 1.0041e+00	44.963	 1.1447e+00
	 nan	16.583	1.0202	 1.6845e+01	 1.0041e+00	44.992	 1.1448e+00
	 nan	16.597	1.0203	 1.6859e+01	 1.0040e+00	45.02	 1.1448e+00
	 nan	16.611	1.0202	 1.6873e+01	 1.0040e+00	45.049	 1.1449e+00
	 nan	16.625	1.0203	 1.6887e+01	 1.0040e+00	45.078	 1.1448e+00
	 nan	16.639	1.0203	 1.6901e+01	 1.0039e+00	45.107	 1.1450e+00
	 nan	16.653	1.0205	 1.6916e+01	 1.0039e+00	45.135	 1.1450e+00
	 nan	16.667	1.0205	 1.6930e+01	 1.0039e+00	45.164	 1.1451e+00
	 nan	16.681	1.0206	 1.6944e+01	 1.0039e+00	45.193	 1.1451e+00
	 nan	16.695	1.0207	 1.6958e+01	 1.0039e+00	45.221	 1.1451e+00
	 nan	16.709	1.0207	 1.6973e+01	 1.0038e+00	45.25	 1.1453e+00
	 nan	16.723	1.0208	 1.6987e+01	 1.0039e+00	45.279	 1.1452e+00
	 nan	16.737	1.0208	 1.7001e+01	 1.0038e+00	45.307	 1.1455e+00
	 nan	16.751	1.021	 1.7015e+01	 1.0038e+00	45.336	 1.1455e+00
	 nan	16.765	1.021	 1.7030e+01	 1.0038e+00	45.365	 1.1457e+00
	 nan	16.779	1.021	 1.7044e+01	 1.0038e+00	45.394	 1.1458e+00
	 nan	16.793	1.0211	 1.7058e+01	 1.0038e+00	45.422	 1.1459e+00
	 nan	16.808	1.0211	 1.7073e+01	 1.0038e+00	45.451	 1.1462e+00
	 nan	16.822	1.0212	 1.7087e+01	 1.0038e+00	45.48	 1.1462e+00
	 nan	16.836	1.0212	 1.7101e+01	 1.0038e+00	45.509	 1.1465e+00
	 nan	16.85	1.0213	 1.7116e+01	 1.0038e+00	45.537	 1.1466e+00
	 nan	16.864	1.0212	 1.7130e+01	 1.0038e+00	45.566	 1.1469e+00
	 nan	16.878	1.0213	 1.7145e+01	 1.0038e+00	45.595	 1.1470e+00
	 nan	16.892	1.0213	 1.7159e+01	 1.0038e+00	45.624	 1.1472e+00
	 nan	16.907	1.0212	 1.7173e+01	 1.0038e+00	45.652	 1.1475e+00
	 nan	16.921	1.0213	 1.7188e+01	 1.0038e+00	45.681	 1.1475e+00
	 nan	16.935	1.0212	 1.7202e+01	 1.0038e+00	45.71	 1.1479e+00
	 nan	16.949	1.0213	 1.7217e+01	 1.0039e+00	45.739	 1.1479e+00
	 nan	16.964	1.0212	 1.7231e+01	 1.0039e+00	45.767	 1.1482e+00
	 nan	16.978	1.0212	 1.7245e+01	 1.0039e+00	45.796	 1.1483e+00
	 nan	16.992	1.0212	 1.7260e+01	 1.0040e+00	45.825	 1.1484e+00
	 nan	17.006	1.0212	 1.7274e+01	 1.0040e+00	45.854	 1.1486e+00
	 nan	17.021	1.0212	 1.7289e+01	 1.0041e+00	45.883	 1.1486e+00
	 nan	17.035	1.0212	 1.7303e+01	 1.0041e+00	45.911	 1.1488e+00
	 nan	17.049	1.0212	 1.7318e+01	 1.0041e+00	45.94	 1.1487e+00
	 nan	17.064	1.0212	 1.7332e+01	 1.0041e+00	45.969	 1.1489e+00
	 nan	17.078	1.0213	 1.7347e+01	 1.0042e+00	45.998	 1.1489e+00
	 nan	17.092	1.0213	 1.7362e+01	 1.0042e+00	46.027	 1.1490e+00
	 nan	17.107	1.0214	 1.7376e+01	 1.0042e+00	46.056	 1.1491e+00
	 nan	17.121	1.0215	 1.7391e+01	 1.0043e+00	46.084	 1.1491e+00
	 nan	17.135	1.0215	 1.7405e+01	 1.0043e+00	46.113	 1.1493e+00
	 nan	17.15	1.0217	 1.7420e+01	 1.0043e+00	46.142	 1.1492e+00
	 nan	17.164	1.0217	 1.7434e+01	 1.0043e+00	46.171	 1.1494e+00
	 nan	17.178	1.0219	 1.7449e+01	 1.0044e+00	46.2	 1.1494e+00
	 nan	17.193	1.022	 1.7464e+01	 1.0044e+00	46.228	 1.1495e+00
	 nan	17.207	1.0221	 1.7478e+01	 1.0044e+00	46.257	 1.1497e+00
	 nan	17.222	1.0223	 1.7493e+01	 1.0044e+00	46.286	 1.1497e+00
	 nan	17.236	1.0223	 1.7508e+01	 1.0044e+00	46.315	 1.1500e+00
	 nan	17.251	1.0225	 1.7522e+01	 1.0045e+00	46.344	 1.1501e+00
	 nan	17.265	1.0226	 1.7537e+01	 1.0045e+00	46.373	 1.1504e+00
	 nan	17.28	1.0227	 1.7552e+01	 1.0045e+00	46.401	 1.1506e+00
	 nan	17.294	1.0228	 1.7567e+01	 1.0045e+00	46.43	 1.1508e+00
	 nan	17.309	1.0229	 1.7581e+01	 1.0045e+00	46.459	 1.1511e+00
	 nan	17.323	1.023	 1.7596e+01	 1.0046e+00	46.488	 1.1512e+00
	 nan	17.338	1.023	 1.7611e+01	 1.0046e+00	46.517	 1.1516e+00
	 nan	17.352	1.0232	 1.7625e+01	 1.0046e+00	46.546	 1.1517e+00
	 nan	17.367	1.0232	 1.7640e+01	 1.0046e+00	46.575	 1.1521e+00
	 nan	17.381	1.0233	 1.7655e+01	 1.0047e+00	46.603	 1.1522e+00
	 nan	17.396	1.0233	 1.7670e+01	 1.0047e+00	46.632	 1.1525e+00
	 nan	17.41	1.0233	 1.7684e+01	 1.0047e+00	46.661	 1.1528e+00
	 nan	17.425	1.0234	 1.7699e+01	 1.0047e+00	46.69	 1.1529e+00
	 nan	17.44	1.0234	 1.7714e+01	 1.0047e+00	46.719	 1.1533e+00
	 nan	17.454	1.0234	 1.7729e+01	 1.0047e+00	46.748	 1.1534e+00
	 nan	17.469	1.0234	 1.7744e+01	 1.0047e+00	46.777	 1.1537e+00
