B_4K	rho_4K	B_40K	rho_40K	B_80K	rho_80K	B_Nd_30K	rho_Nd_30K
59.004	 1.2694e+00	0.95989	0.99797	 1.2226e+00	 9.9967e-01	 2.9183e+01	 1.0358e+00
59.034	 1.2700e+00	0.96061	0.9988	 1.2235e+00	 9.9963e-01	 2.9173e+01	 1.0354e+00
59.063	 1.2707e+00	0.96133	0.99781	 1.2244e+00	 9.9963e-01	 2.9163e+01	 1.0352e+00
59.093	 1.2705e+00	0.96205	0.99844	 1.2254e+00	 9.9961e-01	 2.9153e+01	 1.0353e+00
59.123	 1.2702e+00	0.96277	0.99695	 1.2263e+00	 9.9963e-01	 2.9143e+01	 1.0356e+00
59.152	 1.2697e+00	0.96349	0.99863	 1.2272e+00	 9.9961e-01	 2.9133e+01	 1.0360e+00
59.182	 1.2693e+00	0.96421	0.9983	 1.2282e+00	 9.9961e-01	 2.9124e+01	 1.0362e+00
59.212	 1.2696e+00	0.96493	0.99804	 1.2291e+00	 9.9957e-01	 2.9114e+01	 1.0362e+00
59.241	 1.2699e+00	0.96565	0.99797	 1.2300e+00	 9.9959e-01	 2.9104e+01	 1.0358e+00
59.271	 1.2709e+00	0.96638	0.99801	 1.2310e+00	 9.9967e-01	 2.9094e+01	 1.0352e+00
59.301	 1.2715e+00	0.96711	0.99887	 1.2319e+00	 9.9977e-01	 2.9084e+01	 1.0347e+00
59.33	 1.2718e+00	0.96783	0.99781	 1.2329e+00	 9.9985e-01	 2.9074e+01	 1.0342e+00
59.36	 1.2718e+00	0.96855	0.9993	 1.2338e+00	 9.9987e-01	 2.9064e+01	 1.0341e+00
59.39	 1.2710e+00	0.96928	0.99781	 1.2347e+00	 9.9985e-01	 2.9054e+01	 1.0341e+00
59.419	 1.2705e+00	0.97001	0.99867	 1.2357e+00	 9.9975e-01	 2.9045e+01	 1.0341e+00
59.449	 1.2700e+00	0.97073	0.9985	 1.2366e+00	 9.9969e-01	 2.9035e+01	 1.0340e+00
59.479	 1.2702e+00	0.97146	0.9984	 1.2376e+00	 9.9965e-01	 2.9025e+01	 1.0335e+00
59.508	 1.2708e+00	0.97219	0.99854	 1.2385e+00	 9.9965e-01	 2.9015e+01	 1.0328e+00
59.538	 1.2715e+00	0.97292	0.99791	 1.2394e+00	 9.9965e-01	 2.9005e+01	 1.0319e+00
59.568	 1.2724e+00	0.97364	0.99873	 1.2404e+00	 9.9957e-01	 2.8996e+01	 1.0311e+00
59.598	 1.2727e+00	0.97437	0.99768	 1.2413e+00	 9.9949e-01	 2.8986e+01	 1.0305e+00
59.627	 1.2727e+00	0.9751	0.99913	 1.2423e+00	 9.9945e-01	 2.8976e+01	 1.0302e+00
59.657	 1.2724e+00	0.97583	0.99811	 1.2432e+00	 9.9953e-01	 2.8966e+01	 1.0302e+00
59.687	 1.2719e+00	0.97656	0.9988	 1.2442e+00	 9.9965e-01	 2.8957e+01	 1.0303e+00
59.717	 1.2719e+00	0.97729	0.99821	 1.2451e+00	 9.9975e-01	 2.8947e+01	 1.0303e+00
59.746	 1.2721e+00	0.97802	0.99857	 1.2461e+00	 9.9979e-01	 2.8937e+01	 1.0301e+00
59.776	 1.2731e+00	0.97875	0.99883	 1.2470e+00	 9.9973e-01	 2.8928e+01	 1.0297e+00
59.806	 1.2742e+00	0.97949	0.99784	 1.2480e+00	 9.9971e-01	 2.8918e+01	 1.0292e+00
59.835	 1.2753e+00	0.98022	0.99897	 1.2489e+00	 9.9967e-01	 2.8908e+01	 1.0288e+00
59.865	 1.2762e+00	0.98096	0.99791	 1.2499e+00	 9.9965e-01	 2.8899e+01	 1.0288e+00
59.895	 1.2763e+00	0.98169	0.99903	 1.2508e+00	 9.9963e-01	 2.8889e+01	 1.0290e+00
59.925	 1.2766e+00	0.98242	0.99821	 1.2518e+00	 9.9963e-01	 2.8879e+01	 1.0296e+00
59.954	 1.2764e+00	0.98316	0.99863	 1.2527e+00	 9.9961e-01	 2.8870e+01	 1.0304e+00
59.984	 1.2767e+00	0.98389	0.9988	 1.2537e+00	 9.9959e-01	 2.8860e+01	 1.0310e+00
60.014	 1.2774e+00	0.98463	0.99844	 1.2546e+00	 9.9957e-01	 2.8851e+01	 1.0315e+00
60.044	 1.2784e+00	0.98537	0.9987	 1.2556e+00	 9.9953e-01	 2.8841e+01	 1.0317e+00
60.074	 1.2800e+00	0.98611	0.99755	 1.2565e+00	 9.9953e-01	 2.8831e+01	 1.0318e+00
60.103	 1.2811e+00	0.98684	0.99867	 1.2575e+00	 9.9955e-01	 2.8822e+01	 1.0322e+00
60.133	 1.2821e+00	0.98758	0.99758	 1.2585e+00	 9.9963e-01	 2.8812e+01	 1.0327e+00
60.163	 1.2825e+00	0.98832	0.99897	 1.2594e+00	 9.9969e-01	 2.8803e+01	 1.0337e+00
60.193	 1.2824e+00	0.98906	0.99814	 1.2604e+00	 9.9977e-01	 2.8793e+01	 1.0349e+00
60.223	 1.2826e+00	0.9898	0.99794	 1.2613e+00	 9.9985e-01	 2.8784e+01	 1.0362e+00
60.252	 1.2826e+00	0.99054	0.99824	 1.2623e+00	 9.9989e-01	 2.8774e+01	 1.0375e+00
60.282	 1.2833e+00	0.99129	0.99811	 1.2632e+00	 9.9983e-01	 2.8765e+01	 1.0385e+00
60.312	 1.2842e+00	0.99203	0.99867	 1.2642e+00	 9.9967e-01	 2.8755e+01	 1.0392e+00
60.342	 1.2852e+00	0.99278	0.99721	 1.2652e+00	 9.9953e-01	 2.8746e+01	 1.0398e+00
60.371	 1.2862e+00	0.99352	0.99863	 1.2661e+00	 9.9945e-01	 2.8737e+01	 1.0405e+00
60.401	 1.2863e+00	0.99426	0.99768	 1.2671e+00	 9.9953e-01	 2.8727e+01	 1.0414e+00
60.431	 1.2862e+00	0.99501	0.99863	 1.2680e+00	 9.9967e-01	 2.8718e+01	 1.0425e+00
60.461	 1.2853e+00	0.99576	0.99821	 1.2690e+00	 9.9981e-01	 2.8708e+01	 1.0437e+00
60.491	 1.2843e+00	0.99651	0.99794	 1.2700e+00	 9.9987e-01	 2.8699e+01	 1.0448e+00
60.521	 1.2836e+00	0.99726	0.9987	 1.2709e+00	 9.9983e-01	 2.8690e+01	 1.0458e+00
60.551	 1.2828e+00	0.998	0.99827	 1.2719e+00	 9.9977e-01	 2.8680e+01	 1.0462e+00
60.58	 1.2828e+00	0.99875	0.9988	 1.2729e+00	 9.9969e-01	 2.8671e+01	 1.0463e+00
60.61	 1.2825e+00	0.9995	0.99761	 1.2738e+00	 9.9969e-01	 2.8662e+01	 1.0461e+00
60.64	 1.2824e+00	1.0003	0.99883	 1.2748e+00	 9.9969e-01	 2.8652e+01	 1.0458e+00
60.67	 1.2818e+00	1.001	0.99784	 1.2758e+00	 9.9975e-01	 2.8643e+01	 1.0458e+00
60.7	 1.2806e+00	1.0018	0.9986	 1.2767e+00	 9.9979e-01	 2.8634e+01	 1.0458e+00
60.73	 1.2794e+00	1.0025	0.99814	 1.2777e+00	 9.9979e-01	 2.8624e+01	 1.0460e+00
60.759	 1.2779e+00	1.0033	0.99784	 1.2787e+00	 9.9977e-01	 2.8615e+01	 1.0462e+00
60.789	 1.2771e+00	1.004	0.9984	 1.2796e+00	 9.9979e-01	 2.8606e+01	 1.0461e+00
60.819	 1.2766e+00	1.0048	0.99745	 1.2806e+00	 9.9985e-01	 2.8597e+01	 1.0458e+00
60.849	 1.2768e+00	1.0055	0.99883	 1.2816e+00	 9.9985e-01	 2.8587e+01	 1.0450e+00
60.879	 1.2774e+00	1.0063	0.99781	 1.2826e+00	 9.9989e-01	 2.8578e+01	 1.0441e+00
60.909	 1.2777e+00	1.007	0.99883	 1.2835e+00	 9.9987e-01	 2.8569e+01	 1.0432e+00
60.938	 1.2782e+00	1.0078	0.99824	 1.2845e+00	 9.9983e-01	 2.8560e+01	 1.0426e+00
60.968	 1.2780e+00	1.0085	0.99867	 1.2855e+00	 9.9975e-01	 2.8550e+01	 1.0423e+00
60.998	 1.2777e+00	1.0093	0.99887	 1.2865e+00	 9.9971e-01	 2.8541e+01	 1.0420e+00
61.028	 1.2775e+00	1.0101	0.99834	 1.2874e+00	 9.9971e-01	 2.8532e+01	 1.0420e+00
61.058	 1.2774e+00	1.0108	0.99893	 1.2884e+00	 9.9969e-01	 2.8523e+01	 1.0416e+00
61.088	 1.2781e+00	1.0116	0.99774	 1.2894e+00	 9.9969e-01	 2.8514e+01	 1.0410e+00
61.118	 1.2790e+00	1.0123	0.99883	 1.2904e+00	 9.9969e-01	 2.8505e+01	 1.0401e+00
61.148	 1.2804e+00	1.0131	0.99801	 1.2914e+00	 9.9973e-01	 2.8496e+01	 1.0390e+00
61.178	 1.2815e+00	1.0138	0.99883	 1.2923e+00	 9.9975e-01	 2.8487e+01	 1.0380e+00
61.207	 1.2820e+00	1.0146	0.99821	 1.2933e+00	 9.9981e-01	 2.8477e+01	 1.0371e+00
61.237	 1.2824e+00	1.0153	0.99834	 1.2943e+00	 9.9987e-01	 2.8468e+01	 1.0365e+00
61.267	 1.2819e+00	1.0161	0.99821	 1.2953e+00	 9.9991e-01	 2.8459e+01	 1.0361e+00
61.297	 1.2818e+00	1.0169	0.99781	 1.2963e+00	 9.9991e-01	 2.8450e+01	 1.0356e+00
61.327	 1.2816e+00	1.0176	0.99887	 1.2973e+00	 9.9985e-01	 2.8441e+01	 1.0351e+00
61.357	 1.2819e+00	1.0184	0.99774	 1.2982e+00	 9.9983e-01	 2.8432e+01	 1.0341e+00
61.387	 1.2828e+00	1.0191	0.9987	 1.2992e+00	 9.9981e-01	 2.8423e+01	 1.0331e+00
61.417	 1.2834e+00	1.0199	0.99774	 1.3002e+00	 9.9979e-01	 2.8414e+01	 1.0319e+00
61.447	 1.2843e+00	1.0207	0.99903	 1.3012e+00	 9.9971e-01	 2.8405e+01	 1.0308e+00
61.477	 1.2844e+00	1.0214	0.99863	 1.3022e+00	 9.9959e-01	 2.8396e+01	 1.0301e+00
61.507	 1.2842e+00	1.0222	0.99824	 1.3032e+00	 9.9949e-01	 2.8387e+01	 1.0297e+00
61.536	 1.2836e+00	1.0229	0.99844	 1.3042e+00	 9.9949e-01	 2.8378e+01	 1.0296e+00
61.566	 1.2827e+00	1.0237	0.99784	 1.3052e+00	 9.9957e-01	 2.8369e+01	 1.0296e+00
61.596	 1.2824e+00	1.0245	0.99906	 1.3061e+00	 9.9963e-01	 2.8360e+01	 1.0295e+00
61.626	 1.2821e+00	1.0252	0.99774	 1.3071e+00	 9.9975e-01	 2.8352e+01	 1.0293e+00
61.656	 1.2826e+00	1.026	0.99873	 1.3081e+00	 9.9981e-01	 2.8343e+01	 1.0288e+00
61.686	 1.2831e+00	1.0267	0.99784	 1.3091e+00	 9.9985e-01	 2.8334e+01	 1.0285e+00
61.716	 1.2833e+00	1.0275	0.99863	 1.3101e+00	 9.9985e-01	 2.8325e+01	 1.0282e+00
61.746	 1.2834e+00	1.0283	0.99854	 1.3111e+00	 9.9989e-01	 2.8316e+01	 1.0283e+00
61.776	 1.2826e+00	1.029	0.99807	 1.3121e+00	 9.9995e-01	 2.8307e+01	 1.0287e+00
61.806	 1.2819e+00	1.0298	0.99854	 1.3131e+00	 9.9995e-01	 2.8298e+01	 1.0294e+00
61.836	 1.2809e+00	1.0306	0.99768	 1.3141e+00	 9.9993e-01	 2.8290e+01	 1.0302e+00
61.866	 1.2802e+00	1.0313	0.9986	 1.3151e+00	 9.9987e-01	 2.8281e+01	 1.0308e+00
61.896	 1.2802e+00	1.0321	0.99731	 1.3161e+00	 9.9981e-01	 2.8272e+01	 1.0313e+00
61.926	 1.2802e+00	1.0329	0.99863	 1.3171e+00	 9.9971e-01	 2.8263e+01	 1.0315e+00
61.955	 1.2809e+00	1.0336	0.99794	 1.3181e+00	 9.9965e-01	 2.8254e+01	 1.0315e+00
61.985	 1.2812e+00	1.0344	0.99797	 1.3190e+00	 9.9963e-01	 2.8246e+01	 1.0318e+00
62.015	 1.2812e+00	1.0352	0.99784	 1.3200e+00	 9.9965e-01	 2.8237e+01	 1.0322e+00
62.045	 1.2809e+00	1.0359	0.99761	 1.3210e+00	 9.9967e-01	 2.8228e+01	 1.0329e+00
62.075	 1.2801e+00	1.0367	0.99847	 1.3220e+00	 9.9965e-01	 2.8219e+01	 1.0338e+00
62.105	 1.2796e+00	1.0375	0.99778	 1.3230e+00	 9.9965e-01	 2.8211e+01	 1.0348e+00
62.135	 1.2791e+00	1.0383	0.99926	 1.3240e+00	 9.9963e-01	 2.8202e+01	 1.0355e+00
62.165	 1.2794e+00	1.039	0.99814	 1.3250e+00	 9.9965e-01	 2.8193e+01	 1.0360e+00
62.195	 1.2801e+00	1.0398	0.99883	 1.3260e+00	 9.9965e-01	 2.8185e+01	 1.0362e+00
62.225	 1.2809e+00	1.0406	0.99811	 1.3270e+00	 9.9965e-01	 2.8176e+01	 1.0362e+00
62.255	 1.2819e+00	1.0413	0.99814	 1.3280e+00	 9.9963e-01	 2.8167e+01	 1.0364e+00
62.285	 1.2820e+00	1.0421	0.99821	 1.3290e+00	 9.9963e-01	 2.8159e+01	 1.0367e+00
62.315	 1.2822e+00	1.0429	0.99788	 1.3300e+00	 9.9965e-01	 2.8150e+01	 1.0372e+00
62.345	 1.2818e+00	1.0437	0.9993	 1.3311e+00	 9.9961e-01	 2.8141e+01	 1.0381e+00
62.375	 1.2815e+00	1.0444	0.99801	 1.3321e+00	 9.9961e-01	 2.8133e+01	 1.0387e+00
62.405	 1.2816e+00	1.0452	0.99903	 1.3331e+00	 9.9959e-01	 2.8124e+01	 1.0392e+00
62.435	 1.2819e+00	1.046	0.99814	 1.3341e+00	 9.9961e-01	 2.8115e+01	 1.0394e+00
62.465	 1.2831e+00	1.0468	0.99893	 1.3351e+00	 9.9961e-01	 2.8107e+01	 1.0393e+00
62.495	 1.2840e+00	1.0475	0.99811	 1.3361e+00	 9.9969e-01	 2.8098e+01	 1.0390e+00
62.525	 1.2849e+00	1.0483	0.99837	 1.3371e+00	 9.9981e-01	 2.8090e+01	 1.0388e+00
62.555	 1.2855e+00	1.0491	0.99897	 1.3381e+00	 9.9987e-01	 2.8081e+01	 1.0388e+00
62.584	 1.2854e+00	1.0499	0.99748	 1.3391e+00	 9.9989e-01	 2.8073e+01	 1.0390e+00
62.614	 1.2853e+00	1.0507	0.9985	 1.3401e+00	 9.9985e-01	 2.8064e+01	 1.0394e+00
62.644	 1.2848e+00	1.0514	0.99768	 1.3412e+00	 9.9981e-01	 2.8056e+01	 1.0397e+00
62.674	 1.2848e+00	1.0522	0.99906	 1.3422e+00	 9.9973e-01	 2.8047e+01	 1.0397e+00
62.704	 1.2852e+00	1.053	0.99817	 1.3432e+00	 9.9967e-01	 2.8039e+01	 1.0394e+00
62.734	 1.2860e+00	1.0538	0.99844	 1.3442e+00	 9.9961e-01	 2.8031e+01	 1.0387e+00
62.764	 1.2872e+00	1.0546	0.99814	 1.3452e+00	 9.9959e-01	 2.8022e+01	 1.0378e+00
62.794	 1.2877e+00	1.0553	0.99811	 1.3462e+00	 9.9957e-01	 2.8014e+01	 1.0369e+00
62.824	 1.2883e+00	1.0561	0.9988	 1.3473e+00	 9.9953e-01	 2.8005e+01	 1.0361e+00
62.854	 1.2881e+00	1.0569	0.99748	 1.3483e+00	 9.9959e-01	 2.7997e+01	 1.0356e+00
62.884	 1.2877e+00	1.0577	0.9989	 1.3493e+00	 9.9967e-01	 2.7988e+01	 1.0350e+00
62.914	 1.2874e+00	1.0585	0.99794	 1.3503e+00	 9.9981e-01	 2.7980e+01	 1.0345e+00
62.944	 1.2871e+00	1.0592	0.99883	 1.3513e+00	 9.9987e-01	 2.7972e+01	 1.0336e+00
62.974	 1.2877e+00	1.06	0.99797	 1.3524e+00	 9.9987e-01	 2.7963e+01	 1.0324e+00
63.004	 1.2883e+00	1.0608	0.99824	 1.3534e+00	 9.9977e-01	 2.7955e+01	 1.0309e+00
63.034	 1.2893e+00	1.0616	0.9987	 1.3544e+00	 9.9967e-01	 2.7946e+01	 1.0292e+00
63.064	 1.2901e+00	1.0624	0.99788	 1.3554e+00	 9.9961e-01	 2.7938e+01	 1.0276e+00
63.094	 1.2902e+00	1.0632	0.99844	 1.3565e+00	 9.9961e-01	 2.7930e+01	 1.0261e+00
63.124	 1.2902e+00	1.0639	0.99751	 1.3575e+00	 9.9969e-01	 2.7921e+01	 1.0249e+00
63.154	 1.2895e+00	1.0647	0.9987	 1.3585e+00	 9.9973e-01	 2.7806e+01	 1.0066e+00
63.184	 1.2891e+00	1.0655	0.99778	 1.3595e+00	 9.9977e-01	 2.7757e+01	 1.0215e+00
63.214	 1.2888e+00	1.0663	0.9987	 1.3606e+00	 9.9975e-01	 2.7731e+01	 1.0320e+00
63.244	 1.2888e+00	1.0671	0.99797	 1.3616e+00	 9.9973e-01	 2.7707e+01	 1.0287e+00
63.274	 1.2895e+00	1.0679	0.99837	 1.3626e+00	 9.9973e-01	 2.7686e+01	 1.0246e+00
63.304	 1.2900e+00	1.0687	0.99867	 1.3636e+00	 9.9975e-01	 2.7666e+01	 1.0316e+00
63.334	 1.2905e+00	1.0695	0.99751	 1.3647e+00	 9.9981e-01	 2.7647e+01	 1.0363e+00
63.364	 1.2904e+00	1.0702	0.99837	 1.3657e+00	 9.9985e-01	 2.7628e+01	 1.0312e+00
63.393	 1.2898e+00	1.071	0.99768	 1.3667e+00	 9.9989e-01	 2.7611e+01	 1.0307e+00
63.423	 1.2891e+00	1.0718	0.99903	 1.3677e+00	 9.9989e-01	 2.7593e+01	 1.0325e+00
63.453	 1.2881e+00	1.0726	0.99821	 1.3688e+00	 9.9989e-01	 2.7576e+01	 1.0340e+00
63.483	 1.2878e+00	1.0734	0.99887	 1.3698e+00	 9.9985e-01	 2.7560e+01	 1.0355e+00
63.513	 1.2876e+00	1.0742	0.9985	 1.3709e+00	 9.9981e-01	 2.7543e+01	 1.0327e+00
63.543	 1.2881e+00	1.075	0.99847	 1.3719e+00	 9.9977e-01	 2.7527e+01	 1.0278e+00
63.573	 1.2887e+00	1.0758	0.99897	 1.3729e+00	 9.9971e-01	 2.7510e+01	 1.0316e+00
63.603	 1.2889e+00	1.0765	0.9983	 1.3739e+00	 9.9971e-01	 2.7494e+01	 1.0323e+00
63.633	 1.2891e+00	1.0773	0.99916	 1.3750e+00	 9.9973e-01	 2.7478e+01	 1.0351e+00
63.663	 1.2884e+00	1.0781	0.99778	 1.3760e+00	 9.9979e-01	 2.7461e+01	 1.0367e+00
63.693	 1.2879e+00	1.0789	0.9987	 1.3771e+00	 9.9981e-01	 2.7445e+01	 1.0323e+00
63.723	 1.2872e+00	1.0797	0.99801	 1.3781e+00	 9.9983e-01	 2.7429e+01	 1.0305e+00
63.753	 1.2868e+00	1.0805	0.9983	 1.3791e+00	 9.9981e-01	 2.7413e+01	 1.0298e+00
63.783	 1.2873e+00	1.0813	0.99794	 1.3802e+00	 9.9973e-01	 2.7397e+01	 1.0324e+00
63.813	 1.2877e+00	1.0821	0.99807	 1.3812e+00	 9.9967e-01	 2.7381e+01	 1.0334e+00
63.843	 1.2888e+00	1.0829	0.99903	 1.3822e+00	 9.9967e-01	 2.7365e+01	 1.0306e+00
63.873	 1.2895e+00	1.0837	0.99781	 1.3833e+00	 9.9981e-01	 2.7349e+01	 1.0275e+00
63.903	 1.2899e+00	1.0845	0.999	 1.3843e+00	 9.9995e-01	 2.7333e+01	 1.0322e+00
63.933	 1.2900e+00	1.0853	0.99784	 1.3854e+00	 1.0001e+00	 2.7317e+01	 1.0305e+00
63.963	 1.2895e+00	1.0861	0.99877	 1.3864e+00	 1.0001e+00	 2.7300e+01	 1.0305e+00
63.992	 1.2894e+00	1.0869	0.99794	 1.3875e+00	 9.9999e-01	 2.7284e+01	 1.0328e+00
64.022	 1.2893e+00	1.0877	0.99844	 1.3885e+00	 9.9987e-01	 2.7268e+01	 1.0293e+00
64.052	 1.2900e+00	1.0885	0.99877	 1.3896e+00	 9.9971e-01	 2.7252e+01	 1.0316e+00
64.082	 1.2909e+00	1.0893	0.99784	 1.3906e+00	 9.9957e-01	 2.7236e+01	 1.0312e+00
64.112	 1.2919e+00	1.0901	0.99837	 1.3917e+00	 9.9947e-01	 2.7220e+01	 1.0305e+00
64.142	 1.2930e+00	1.0909	0.99745	 1.3927e+00	 9.9949e-01	 2.7204e+01	 1.0302e+00
64.172	 1.2932e+00	1.0917	0.99906	 1.3937e+00	 9.9953e-01	 2.7188e+01	 1.0327e+00
64.202	 1.2933e+00	1.0925	0.99788	 1.3948e+00	 9.9965e-01	 2.7172e+01	 1.0312e+00
64.232	 1.2929e+00	1.0933	0.99824	 1.3958e+00	 9.9969e-01	 2.7156e+01	 1.0290e+00
64.262	 1.2925e+00	1.0941	0.99817	 1.3969e+00	 9.9971e-01	 2.7140e+01	 1.0303e+00
64.292	 1.2927e+00	1.0949	0.99837	 1.3979e+00	 9.9969e-01	 2.7124e+01	 1.0303e+00
64.322	 1.2930e+00	1.0957	0.99817	 1.3990e+00	 9.9965e-01	 2.7108e+01	 1.0323e+00
64.352	 1.2940e+00	1.0965	0.99758	 1.4000e+00	 9.9961e-01	 2.7091e+01	 1.0303e+00
64.381	 1.2949e+00	1.0973	0.9984	 1.4011e+00	 9.9957e-01	 2.7075e+01	 1.0312e+00
64.411	 1.2956e+00	1.0981	0.99712	 1.4022e+00	 9.9957e-01	 2.7059e+01	 1.0304e+00
64.441	 1.2959e+00	1.0989	0.99867	 1.4032e+00	 9.9955e-01	 2.7043e+01	 1.0303e+00
64.471	 1.2955e+00	1.0997	0.99801	 1.4043e+00	 9.9959e-01	 2.7027e+01	 1.0302e+00
64.501	 1.2952e+00	1.1005	0.9987	 1.4053e+00	 9.9961e-01	 2.7011e+01	 1.0293e+00
64.531	 1.2945e+00	1.1013	0.99847	 1.4064e+00	 9.9967e-01	 2.6995e+01	 1.0320e+00
64.561	 1.2944e+00	1.1021	0.99817	 1.4074e+00	 9.9973e-01	 2.6979e+01	 1.0311e+00
64.591	 1.2947e+00	1.1029	0.9986	 1.4085e+00	 9.9973e-01	 2.6963e+01	 1.0317e+00
64.621	 1.2951e+00	1.1037	0.99748	 1.4096e+00	 9.9973e-01	 2.6947e+01	 1.0291e+00
64.651	 1.2959e+00	1.1045	0.99873	 1.4106e+00	 9.9967e-01	 2.6931e+01	 1.0298e+00
64.68	 1.2962e+00	1.1054	0.99764	 1.4117e+00	 9.9969e-01	 2.6915e+01	 1.0305e+00
64.71	 1.2963e+00	1.1062	0.99844	 1.4127e+00	 9.9969e-01	 2.6898e+01	 1.0297e+00
64.74	 1.2957e+00	1.107	0.99817	 1.4138e+00	 9.9973e-01	 2.6882e+01	 1.0290e+00
64.77	 1.2948e+00	1.1078	0.99883	 1.4149e+00	 9.9973e-01	 2.6866e+01	 1.0280e+00
64.8	 1.2943e+00	1.1086	0.99837	 1.4159e+00	 9.9969e-01	 2.6850e+01	 1.0297e+00
64.83	 1.2936e+00	1.1094	0.99791	 1.4170e+00	 9.9967e-01	 2.6834e+01	 1.0301e+00
64.86	 1.2938e+00	1.1102	0.99906	 1.4181e+00	 9.9967e-01	 2.6818e+01	 1.0316e+00
64.89	 1.2941e+00	1.1111	0.99791	 1.4191e+00	 9.9965e-01	 2.6802e+01	 1.0293e+00
64.92	 1.2947e+00	1.1119	0.9991	 1.4202e+00	 9.9957e-01	 2.6786e+01	 1.0291e+00
64.949	 1.2951e+00	1.1127	0.99807	 1.4213e+00	 9.9951e-01	 2.6769e+01	 1.0286e+00
64.979	 1.2948e+00	1.1135	0.9989	 1.4223e+00	 9.9951e-01	 2.6753e+01	 1.0281e+00
65.009	 1.2945e+00	1.1143	0.99801	 1.4234e+00	 9.9959e-01	 2.6737e+01	 1.0289e+00
65.039	 1.2936e+00	1.1152	0.99807	 1.4245e+00	 9.9967e-01	 2.6721e+01	 1.0285e+00
65.069	 1.2929e+00	1.116	0.9984	 1.4255e+00	 9.9971e-01	 2.6705e+01	 1.0295e+00
65.099	 1.2927e+00	1.1168	0.99807	 1.4266e+00	 9.9971e-01	 2.6689e+01	 1.0272e+00
65.129	 1.2927e+00	1.1176	0.9987	 1.4277e+00	 9.9963e-01	 2.6673e+01	 1.0294e+00
65.158	 1.2936e+00	1.1184	0.99731	 1.4287e+00	 9.9961e-01	 2.6656e+01	 1.0303e+00
65.188	 1.2942e+00	1.1193	0.99857	 1.4298e+00	 9.9961e-01	 2.6640e+01	 1.0306e+00
65.218	 1.2949e+00	1.1201	0.99778	 1.4309e+00	 9.9969e-01	 2.6624e+01	 1.0304e+00
65.248	 1.2951e+00	1.1209	0.99821	 1.4320e+00	 9.9975e-01	 2.6608e+01	 1.0303e+00
65.278	 1.2947e+00	1.1217	0.99755	 1.4331e+00	 9.9975e-01	 2.6592e+01	 1.0323e+00
65.308	 1.2944e+00	1.1225	0.99788	 1.4341e+00	 9.9969e-01	 2.6576e+01	 1.0291e+00
65.338	 1.2938e+00	1.1234	0.99847	 1.4352e+00	 9.9965e-01	 2.6559e+01	 1.0299e+00
65.367	 1.2940e+00	1.1242	0.99758	 1.4363e+00	 9.9969e-01	 2.6543e+01	 1.0295e+00
65.397	 1.2944e+00	1.125	0.99863	 1.4374e+00	 9.9975e-01	 2.6527e+01	 1.0297e+00
65.427	 1.2952e+00	1.1258	0.99774	 1.4385e+00	 9.9985e-01	 2.6511e+01	 1.0291e+00
65.457	 1.2962e+00	1.1267	0.99877	 1.4395e+00	 9.9989e-01	 2.6495e+01	 1.0293e+00
65.487	 1.2967e+00	1.1275	0.99774	 1.4406e+00	 9.9985e-01	 2.6479e+01	 1.0272e+00
65.516	 1.2971e+00	1.1283	0.99857	 1.4417e+00	 9.9975e-01	 2.6463e+01	 1.0280e+00
65.546	 1.2966e+00	1.1291	0.99821	 1.4428e+00	 9.9967e-01	 2.6446e+01	 1.0308e+00
65.576	 1.2961e+00	1.13	0.99797	 1.4439e+00	 9.9963e-01	 2.6430e+01	 1.0292e+00
65.606	 1.2955e+00	1.1308	0.9987	 1.4449e+00	 9.9959e-01	 2.6414e+01	 1.0297e+00
65.636	 1.2951e+00	1.1316	0.99741	 1.4460e+00	 9.9961e-01	 2.6398e+01	 1.0272e+00
65.665	 1.2954e+00	1.1325	0.99837	 1.4471e+00	 9.9957e-01	 2.6382e+01	 1.0293e+00
65.695	 1.2956e+00	1.1333	0.99718	 1.4482e+00	 9.9959e-01	 2.6366e+01	 1.0305e+00
65.725	 1.2963e+00	1.1341	0.9984	 1.4493e+00	 9.9959e-01	 2.6350e+01	 1.0307e+00
65.755	 1.2966e+00	1.1349	0.99797	 1.4504e+00	 9.9965e-01	 2.6333e+01	 1.0303e+00
65.785	 1.2963e+00	1.1358	0.99817	 1.4515e+00	 9.9971e-01	 2.6317e+01	 1.0289e+00
65.814	 1.2958e+00	1.1366	0.99827	 1.4525e+00	 9.9975e-01	 2.6301e+01	 1.0292e+00
65.844	 1.2947e+00	1.1374	0.99778	 1.4536e+00	 9.9979e-01	 2.6285e+01	 1.0262e+00
65.874	 1.2941e+00	1.1383	0.99847	 1.4547e+00	 9.9975e-01	 2.6269e+01	 1.0299e+00
65.904	 1.2936e+00	1.1391	0.99748	 1.4558e+00	 9.9971e-01	 2.6253e+01	 1.0288e+00
65.933	 1.2937e+00	1.1399	0.99857	 1.4569e+00	 9.9965e-01	 2.6237e+01	 1.0292e+00
65.963	 1.2943e+00	1.1408	0.99755	 1.4580e+00	 9.9967e-01	 2.6220e+01	 1.0299e+00
65.993	 1.2948e+00	1.1416	0.99814	 1.4591e+00	 9.9967e-01	 2.6204e+01	 1.0274e+00
66.023	 1.2955e+00	1.1425	0.99778	 1.4602e+00	 9.9967e-01	 2.6188e+01	 1.0259e+00
