B_4K	rho_4K	B_40K	rho_40K	B_80K	rho_80K	B_Nd_30K	rho_Nd_30K
	 nan	25.039	1.016	 2.9998e+01	 1.0053e+00	 1.1480e+00	 9.9937e-01
	 nan	25.054	1.016	 3.0009e+01	 1.0052e+00	 1.1472e+00	 1.0000e+00
	 nan	25.07	1.0157	 3.0020e+01	 1.0052e+00	 1.1463e+00	 9.9900e-01
	 nan	25.085	1.0172	 3.0031e+01	 1.0052e+00	 1.1454e+00	 1.0003e+00
	 nan	25.101	1.0154	 3.0042e+01	 1.0052e+00	 1.1446e+00	 9.9926e-01
	 nan	25.117	1.0162	 3.0053e+01	 1.0052e+00	 1.1437e+00	 9.9992e-01
	 nan	25.132	1.0161	 3.0064e+01	 1.0052e+00	 1.1428e+00	 9.9922e-01
	 nan	25.148	1.0169	 3.0075e+01	 1.0052e+00	 1.1420e+00	 9.9897e-01
	 nan	25.164	1.0164	 3.0086e+01	 1.0051e+00	 1.1411e+00	 9.9937e-01
	 nan	25.179	1.0166	 3.0098e+01	 1.0051e+00	 1.1402e+00	 9.9889e-01
	 nan	25.195	1.0171	 3.0109e+01	 1.0051e+00	 1.1394e+00	 9.9981e-01
	 nan	25.211	1.0167	 3.0120e+01	 1.0051e+00	 1.1385e+00	 9.9878e-01
	 nan	25.226	1.0169	 3.0131e+01	 1.0051e+00	 1.1376e+00	 1.0004e+00
	 nan	25.242	1.0155	 3.0142e+01	 1.0050e+00	 1.1368e+00	 9.9948e-01
	 nan	25.258	1.0171	 3.0153e+01	 1.0050e+00	 1.1359e+00	 9.9970e-01
	 nan	25.273	1.0166	 3.0164e+01	 1.0050e+00	 1.1351e+00	 9.9908e-01
	 nan	25.289	1.0177	 3.0176e+01	 1.0050e+00	 1.1342e+00	 9.9911e-01
	 nan	25.305	1.0167	 3.0187e+01	 1.0050e+00	 1.1334e+00	 1.0005e+00
	 nan	25.32	1.0169	 3.0198e+01	 1.0050e+00	 1.1325e+00	 9.9952e-01
	 nan	25.336	1.0173	 3.0209e+01	 1.0049e+00	 1.1316e+00	 1.0005e+00
	 nan	25.351	1.0163	 3.0220e+01	 1.0049e+00	 1.1308e+00	 9.9915e-01
	 nan	25.367	1.0176	 3.0232e+01	 1.0049e+00	 1.1299e+00	 1.0001e+00
	 nan	25.383	1.017	 3.0243e+01	 1.0049e+00	 1.1291e+00	 9.9952e-01
	 nan	25.399	1.0189	 3.0254e+01	 1.0049e+00	 1.1282e+00	 9.9974e-01
	 nan	25.414	1.0182	 3.0266e+01	 1.0049e+00	 1.1274e+00	 9.9959e-01
	 nan	25.43	1.0182	 3.0277e+01	 1.0049e+00	 1.1265e+00	 9.9948e-01
	 nan	25.446	1.017	 3.0288e+01	 1.0048e+00	 1.1257e+00	 1.0006e+00
	 nan	25.461	1.0168	 3.0299e+01	 1.0048e+00	 1.1248e+00	 9.9904e-01
	 nan	25.477	1.0174	 3.0311e+01	 1.0048e+00	 1.1240e+00	 1.0000e+00
	 nan	25.493	1.0159	 3.0322e+01	 1.0048e+00	 1.1231e+00	 9.9904e-01
	 nan	25.509	1.0171	 3.0334e+01	 1.0048e+00	 1.1223e+00	 1.0001e+00
	 nan	25.524	1.0168	 3.0345e+01	 1.0048e+00	 1.1214e+00	 9.9963e-01
	 nan	25.54	1.0177	 3.0356e+01	 1.0048e+00	 1.1206e+00	 9.9900e-01
	 nan	25.556	1.0163	 3.0368e+01	 1.0048e+00	 1.1197e+00	 9.9989e-01
	 nan	25.572	1.0171	 3.0379e+01	 1.0048e+00	 1.1189e+00	 9.9959e-01
	 nan	25.587	1.0171	 3.0391e+01	 1.0048e+00	 1.1180e+00	 9.9992e-01
	 nan	25.603	1.0163	 3.0402e+01	 1.0048e+00	 1.1172e+00	 9.9871e-01
	 nan	25.619	1.0172	 3.0414e+01	 1.0048e+00	 1.1163e+00	 1.0003e+00
	 nan	25.635	1.0166	 3.0425e+01	 1.0048e+00	 1.1155e+00	 9.9967e-01
	 nan	25.651	1.0178	 3.0436e+01	 1.0048e+00	 1.1146e+00	 1.0004e+00
	 nan	25.666	1.0169	 3.0448e+01	 1.0048e+00	 1.1138e+00	 9.9952e-01
	 nan	25.682	1.0179	 3.0460e+01	 1.0048e+00	 1.1130e+00	 9.9915e-01
	 nan	25.698	1.0171	 3.0471e+01	 1.0048e+00	 1.1121e+00	 1.0004e+00
	 nan	25.714	1.0172	 3.0483e+01	 1.0048e+00	 1.1113e+00	 9.9952e-01
	 nan	25.73	1.0178	 3.0494e+01	 1.0048e+00	 1.1104e+00	 1.0001e+00
	 nan	25.746	1.0174	 3.0506e+01	 1.0048e+00	 1.1096e+00	 9.9878e-01
	 nan	25.761	1.018	 3.0517e+01	 1.0048e+00	 1.1088e+00	 1.0003e+00
	 nan	25.777	1.017	 3.0529e+01	 1.0048e+00	 1.1079e+00	 9.9941e-01
	 nan	25.793	1.0181	 3.0541e+01	 1.0048e+00	 1.1071e+00	 9.9970e-01
	 nan	25.809	1.017	 3.0552e+01	 1.0048e+00	 1.1062e+00	 9.9944e-01
	 nan	25.825	1.0178	 3.0564e+01	 1.0048e+00	 1.1054e+00	 9.9989e-01
	 nan	25.841	1.0173	 3.0576e+01	 1.0048e+00	 1.1046e+00	 1.0005e+00
	 nan	25.857	1.017	 3.0587e+01	 1.0049e+00	 1.1037e+00	 9.9933e-01
	 nan	25.872	1.0175	 3.0599e+01	 1.0049e+00	 1.1029e+00	 1.0004e+00
	 nan	25.888	1.0168	 3.0611e+01	 1.0049e+00	 1.1021e+00	 9.9893e-01
	 nan	25.904	1.0178	 3.0622e+01	 1.0049e+00	 1.1012e+00	 9.9978e-01
	 nan	25.92	1.0168	 3.0634e+01	 1.0049e+00	 1.1004e+00	 9.9937e-01
	 nan	25.936	1.0179	 3.0646e+01	 1.0049e+00	 1.0996e+00	 9.9967e-01
	 nan	25.952	1.0167	 3.0658e+01	 1.0049e+00	 1.0987e+00	 9.9985e-01
	 nan	25.968	1.0171	 3.0669e+01	 1.0049e+00	 1.0979e+00	 9.9981e-01
	 nan	25.984	1.0172	 3.0681e+01	 1.0049e+00	 1.0971e+00	 1.0010e+00
	 nan	26.0	1.0174	 3.0693e+01	 1.0049e+00	 1.0962e+00	 9.9948e-01
	 nan	26.015	1.0181	 3.0705e+01	 1.0050e+00	 1.0954e+00	 1.0006e+00
	 nan	26.031	1.017	 3.0717e+01	 1.0050e+00	 1.0946e+00	 9.9904e-01
	 nan	26.047	1.0183	 3.0728e+01	 1.0050e+00	 1.0938e+00	 9.9974e-01
	 nan	26.063	1.0173	 3.0740e+01	 1.0050e+00	 1.0929e+00	 9.9970e-01
	 nan	26.079	1.018	 3.0752e+01	 1.0050e+00	 1.0921e+00	 9.9985e-01
	 nan	26.095	1.0175	 3.0764e+01	 1.0050e+00	 1.0913e+00	 1.0001e+00
	 nan	26.111	1.0178	 3.0776e+01	 1.0050e+00	 1.0905e+00	 9.9930e-01
	 nan	26.127	1.0178	 3.0788e+01	 1.0050e+00	 1.0896e+00	 1.0003e+00
	 nan	26.143	1.0173	 3.0800e+01	 1.0050e+00	 1.0888e+00	 9.9908e-01
	 nan	26.159	1.0179	 3.0812e+01	 1.0051e+00	 1.0880e+00	 1.0001e+00
	 nan	26.175	1.0169	 3.0824e+01	 1.0051e+00	 1.0872e+00	 9.9930e-01
	 nan	26.19	1.0182	 3.0836e+01	 1.0051e+00	 1.0864e+00	 9.9981e-01
	 nan	26.206	1.0173	 3.0848e+01	 1.0051e+00	 1.0855e+00	 9.9933e-01
	 nan	26.222	1.0182	 3.0860e+01	 1.0051e+00	 1.0847e+00	 9.9919e-01
	 nan	26.238	1.0177	 3.0872e+01	 1.0051e+00	 1.0839e+00	 9.9978e-01
	 nan	26.254	1.018	 3.0884e+01	 1.0051e+00	 1.0831e+00	 9.9911e-01
	 nan	26.27	1.0182	 3.0896e+01	 1.0051e+00	 1.0823e+00	 1.0006e+00
	 nan	26.286	1.0179	 3.0908e+01	 1.0051e+00	 1.0814e+00	 9.9919e-01
	 nan	26.302	1.0186	 3.0920e+01	 1.0051e+00	 1.0806e+00	 1.0003e+00
	 nan	26.318	1.017	 3.0932e+01	 1.0051e+00	 1.0798e+00	 9.9944e-01
	 nan	26.334	1.0186	 3.0944e+01	 1.0051e+00	 1.0790e+00	 1.0003e+00
	 nan	26.35	1.0178	 3.0956e+01	 1.0051e+00	 1.0782e+00	 9.9989e-01
	 nan	26.366	1.0179	 3.0968e+01	 1.0051e+00	 1.0773e+00	 9.9952e-01
	 nan	26.382	1.017	 3.0980e+01	 1.0051e+00	 1.0765e+00	 1.0006e+00
	 nan	26.398	1.0179	 3.0992e+01	 1.0052e+00	 1.0757e+00	 9.9922e-01
	 nan	26.414	1.0191	 3.1005e+01	 1.0052e+00	 1.0749e+00	 1.0008e+00
	 nan	26.43	1.0182	 3.1017e+01	 1.0052e+00	 1.0741e+00	 9.9981e-01
	 nan	26.446	1.0184	 3.1029e+01	 1.0052e+00	 1.0733e+00	 1.0006e+00
	 nan	26.462	1.0172	 3.1041e+01	 1.0052e+00	 1.0725e+00	 1.0000e+00
	 nan	26.477	1.0184	 3.1053e+01	 1.0052e+00	 1.0716e+00	 9.9985e-01
	 nan	26.493	1.018	 3.1066e+01	 1.0052e+00	 1.0708e+00	 9.9944e-01
	 nan	26.509	1.0184	 3.1078e+01	 1.0052e+00	 1.0700e+00	 9.9889e-01
	 nan	26.525	1.018	 3.1090e+01	 1.0052e+00	 1.0692e+00	 1.0000e+00
	 nan	26.541	1.0179	 3.1102e+01	 1.0052e+00	 1.0684e+00	 9.9897e-01
	 nan	26.557	1.019	 3.1115e+01	 1.0052e+00	 1.0676e+00	 1.0003e+00
	 nan	26.573	1.0176	 3.1127e+01	 1.0052e+00	 1.0668e+00	 9.9871e-01
	 nan	26.589	1.0183	 3.1139e+01	 1.0052e+00	 1.0660e+00	 9.9937e-01
	 nan	26.605	1.0178	 3.1152e+01	 1.0053e+00	 1.0651e+00	 9.9937e-01
	 nan	26.621	1.0185	 3.1164e+01	 1.0053e+00	 1.0643e+00	 1.0001e+00
	 nan	26.637	1.0178	 3.1176e+01	 1.0052e+00	 1.0635e+00	 9.9996e-01
	 nan	26.653	1.0188	 3.1189e+01	 1.0052e+00	 1.0627e+00	 9.9860e-01
	 nan	26.669	1.0184	 3.1201e+01	 1.0053e+00	 1.0619e+00	 1.0002e+00
	 nan	26.685	1.0173	 3.1213e+01	 1.0053e+00	 1.0611e+00	 9.9944e-01
	 nan	26.701	1.0186	 3.1226e+01	 1.0053e+00	 1.0603e+00	 1.0004e+00
	 nan	26.717	1.0175	 3.1238e+01	 1.0053e+00	 1.0595e+00	 9.9874e-01
	 nan	26.733	1.0186	 3.1251e+01	 1.0053e+00	 1.0587e+00	 1.0002e+00
	 nan	26.749	1.0176	 3.1263e+01	 1.0053e+00	 1.0579e+00	 1.0001e+00
	 nan	26.765	1.0194	 3.1276e+01	 1.0053e+00	 1.0571e+00	 9.9930e-01
	 nan	26.781	1.0204	 3.1288e+01	 1.0053e+00	 1.0563e+00	 9.9952e-01
	 nan	26.797	1.0194	 3.1300e+01	 1.0053e+00	 1.0555e+00	 9.9867e-01
	 nan	26.813	1.0181	 3.1313e+01	 1.0053e+00	 1.0547e+00	 1.0003e+00
	 nan	26.829	1.0181	 3.1326e+01	 1.0053e+00	 1.0539e+00	 9.9889e-01
	 nan	26.845	1.0187	 3.1338e+01	 1.0053e+00	 1.0531e+00	 1.0000e+00
	 nan	26.861	1.0172	 3.1351e+01	 1.0053e+00	 1.0523e+00	 9.9926e-01
	 nan	26.877	1.0189	 3.1363e+01	 1.0053e+00	 1.0515e+00	 9.9989e-01
	 nan	26.893	1.0182	 3.1376e+01	 1.0053e+00	 1.0507e+00	 1.0001e+00
	 nan	26.908	1.0189	 3.1388e+01	 1.0053e+00	 1.0499e+00	 9.9926e-01
	 nan	26.924	1.0187	 3.1401e+01	 1.0053e+00	 1.0491e+00	 1.0000e+00
	 nan	26.94	1.0185	 3.1414e+01	 1.0053e+00	 1.0483e+00	 9.9933e-01
	 nan	26.956	1.0191	 3.1426e+01	 1.0053e+00	 1.0475e+00	 1.0004e+00
	 nan	26.972	1.0184	 3.1439e+01	 1.0053e+00	 1.0467e+00	 9.9889e-01
	 nan	26.988	1.0192	 3.1451e+01	 1.0053e+00	 1.0459e+00	 9.9992e-01
	 nan	27.004	1.0176	 3.1464e+01	 1.0053e+00	 1.0451e+00	 9.9937e-01
	 nan	27.02	1.0186	 3.1477e+01	 1.0053e+00	 1.0443e+00	 9.9985e-01
	 nan	27.036	1.0184	 3.1490e+01	 1.0053e+00	 1.0435e+00	 1.0002e+00
	 nan	27.052	1.0193	 3.1502e+01	 1.0053e+00	 1.0427e+00	 9.9922e-01
	 nan	27.068	1.019	 3.1515e+01	 1.0052e+00	 1.0419e+00	 9.9996e-01
	 nan	27.084	1.0183	 3.1528e+01	 1.0052e+00	 1.0411e+00	 9.9882e-01
	 nan	27.1	1.0189	 3.1540e+01	 1.0052e+00	 1.0403e+00	 1.0001e+00
	 nan	27.116	1.0179	 3.1553e+01	 1.0052e+00	 1.0395e+00	 9.9908e-01
	 nan	27.132	1.0186	 3.1566e+01	 1.0052e+00	 1.0388e+00	 1.0004e+00
	 nan	27.148	1.0175	 3.1579e+01	 1.0052e+00	 1.0380e+00	 9.9967e-01
	 nan	27.163	1.0188	 3.1592e+01	 1.0052e+00	 1.0372e+00	 9.9944e-01
	 nan	27.179	1.0184	 3.1605e+01	 1.0052e+00	 1.0364e+00	 9.9978e-01
	 nan	27.195	1.0183	 3.1617e+01	 1.0052e+00	 1.0356e+00	 9.9948e-01
	 nan	27.211	1.0183	 3.1630e+01	 1.0052e+00	 1.0348e+00	 1.0011e+00
	 nan	27.227	1.0187	 3.1643e+01	 1.0052e+00	 1.0340e+00	 9.9963e-01
	 nan	27.243	1.0194	 3.1656e+01	 1.0052e+00	 1.0332e+00	 1.0007e+00
	 nan	27.259	1.0181	 3.1669e+01	 1.0052e+00	 1.0325e+00	 9.9919e-01
	 nan	27.275	1.0193	 3.1682e+01	 1.0052e+00	 1.0317e+00	 9.9963e-01
	 nan	27.291	1.0179	 3.1695e+01	 1.0052e+00	 1.0309e+00	 9.9952e-01
	 nan	27.306	1.0189	 3.1708e+01	 1.0052e+00	 1.0301e+00	 9.9919e-01
	 nan	27.322	1.0188	 3.1721e+01	 1.0052e+00	 1.0293e+00	 1.0001e+00
	 nan	27.338	1.0189	 3.1734e+01	 1.0052e+00	 1.0286e+00	 9.9937e-01
	 nan	27.354	1.0189	 3.1747e+01	 1.0051e+00	 1.0278e+00	 1.0000e+00
	 nan	27.37	1.0183	 3.1760e+01	 1.0051e+00	 1.0270e+00	 9.9900e-01
	 nan	27.386	1.0195	 3.1773e+01	 1.0051e+00	 1.0262e+00	 1.0002e+00
	 nan	27.402	1.0183	 3.1786e+01	 1.0051e+00	 1.0254e+00	 9.9893e-01
	 nan	27.418	1.0194	 3.1799e+01	 1.0051e+00	 1.0246e+00	 9.9944e-01
	 nan	27.434	1.0184	 3.1812e+01	 1.0051e+00	 1.0239e+00	 9.9985e-01
	 nan	27.45	1.0189	 3.1825e+01	 1.0051e+00	 1.0231e+00	 9.9974e-01
	 nan	27.465	1.0186	 3.1838e+01	 1.0051e+00	 1.0223e+00	 1.0008e+00
	 nan	27.481	1.018	 3.1851e+01	 1.0051e+00	 1.0215e+00	 9.9900e-01
	 nan	27.497	1.0188	 3.1864e+01	 1.0051e+00	 1.0208e+00	 9.9967e-01
	 nan	27.513	1.0182	 3.1877e+01	 1.0051e+00	 1.0200e+00	 9.9893e-01
	 nan	27.529	1.0195	 3.1890e+01	 1.0051e+00	 1.0192e+00	 1.0004e+00
	 nan	27.545	1.0188	 3.1904e+01	 1.0051e+00	 1.0184e+00	 9.9981e-01
	 nan	27.561	1.0194	 3.1917e+01	 1.0051e+00	 1.0177e+00	 9.9967e-01
	 nan	27.577	1.018	 3.1930e+01	 1.0051e+00	 1.0169e+00	 9.9981e-01
	 nan	27.593	1.0182	 3.1943e+01	 1.0051e+00	 1.0161e+00	 9.9952e-01
	 nan	27.609	1.0191	 3.1956e+01	 1.0051e+00	 1.0153e+00	 1.0004e+00
	 nan	27.625	1.0185	 3.1970e+01	 1.0051e+00	 1.0146e+00	 9.9919e-01
	 nan	27.641	1.0195	 3.1983e+01	 1.0051e+00	 1.0138e+00	 1.0004e+00
	 nan	27.657	1.0184	 3.1996e+01	 1.0051e+00	 1.0130e+00	 9.9930e-01
	 nan	27.674	1.0194	 3.2009e+01	 1.0051e+00	 1.0123e+00	 9.9955e-01
	 nan	27.69	1.0186	 3.2023e+01	 1.0051e+00	 1.0115e+00	 9.9948e-01
	 nan	27.707	1.0194	 3.2036e+01	 1.0051e+00	 1.0107e+00	 9.9996e-01
	 nan	27.723	1.0175	 3.2049e+01	 1.0051e+00	 1.0100e+00	 1.0003e+00
	 nan	27.74	1.0184	 3.2063e+01	 1.0051e+00	 1.0092e+00	 9.9922e-01
	 nan	27.758	1.0208	 3.2076e+01	 1.0051e+00	 1.0084e+00	 1.0003e+00
	 nan	27.776	1.0199	 3.2089e+01	 1.0051e+00	 1.0077e+00	 9.9889e-01
	 nan	27.794	1.0198	 3.2103e+01	 1.0051e+00	 1.0069e+00	 1.0003e+00
	 nan	27.814	1.0171	 3.2116e+01	 1.0051e+00	 1.0061e+00	 9.9948e-01
	 nan	27.835	1.0187	 3.2130e+01	 1.0051e+00	 1.0054e+00	 9.9970e-01
	 nan	27.858	1.0211	 3.2143e+01	 1.0051e+00	 1.0046e+00	 9.9948e-01
	 nan	27.883	1.012	 3.2156e+01	 1.0052e+00	 1.0038e+00	 9.9981e-01
	 nan	27.911	0.98308	 3.2170e+01	 1.0052e+00	 1.0031e+00	 1.0002e+00
	 nan	28.019	1.0059	 3.2183e+01	 1.0052e+00	 1.0023e+00	 9.9885e-01
	 nan	28.027	1.0077	 3.2197e+01	 1.0052e+00	 1.0015e+00	 1.0004e+00
	 nan	28.036	1.0096	 3.2210e+01	 1.0052e+00	 1.0008e+00	 9.9904e-01
	 nan	28.044	1.0116	 3.2224e+01	 1.0052e+00	 1.0000e+00	 9.9985e-01
	 nan	28.053	1.0137	 3.2237e+01	 1.0052e+00	 9.9926e-01	 9.9944e-01
	 nan	28.061	1.0157	 3.2251e+01	 1.0052e+00	 9.9850e-01	 9.9989e-01
	 nan	28.07	1.0174	 3.2264e+01	 1.0052e+00	 9.9775e-01	 9.9948e-01
	 nan	28.078	1.0187	 3.2278e+01	 1.0053e+00	 9.9699e-01	 9.9952e-01
	 nan	28.087	1.0196	 3.2291e+01	 1.0053e+00	 9.9622e-01	 1.0005e+00
	 nan	28.095	1.0202	 3.2305e+01	 1.0053e+00	 9.9547e-01	 9.9874e-01
	 nan	28.104	1.0207	 3.2319e+01	 1.0053e+00	 9.9471e-01	 1.0002e+00
	 nan	28.112	1.0213	 3.2332e+01	 1.0053e+00	 9.9395e-01	 9.9937e-01
	 nan	28.121	1.0219	 3.2346e+01	 1.0053e+00	 9.9320e-01	 1.0003e+00
	 nan	28.129	1.0227	 3.2359e+01	 1.0054e+00	 9.9244e-01	 9.9981e-01
	 nan	28.138	1.0234	 3.2373e+01	 1.0054e+00	 9.9168e-01	 9.9974e-01
	 nan	28.146	1.024	 3.2387e+01	 1.0054e+00	 9.9092e-01	 9.9974e-01
	 nan	28.155	1.0242	 3.2400e+01	 1.0055e+00	 9.9016e-01	 9.9941e-01
	 nan	28.164	1.024	 3.2414e+01	 1.0055e+00	 9.8941e-01	 1.0011e+00
	 nan	28.172	1.0237	 3.2428e+01	 1.0055e+00	 9.8866e-01	 9.9926e-01
	 nan	28.181	1.0234	 3.2442e+01	 1.0055e+00	 9.8790e-01	 1.0003e+00
	 nan	28.189	1.0232	 3.2455e+01	 1.0055e+00	 9.8715e-01	 9.9955e-01
	 nan	28.198	1.0232	 3.2469e+01	 1.0056e+00	 9.8640e-01	 1.0005e+00
	 nan	28.207	1.0234	 3.2483e+01	 1.0056e+00	 9.8565e-01	 9.9955e-01
	 nan	28.215	1.0237	 3.2497e+01	 1.0056e+00	 9.8489e-01	 9.9930e-01
	 nan	28.224	1.0238	 3.2511e+01	 1.0056e+00	 9.8414e-01	 1.0000e+00
	 nan	28.233	1.0236	 3.2524e+01	 1.0057e+00	 9.8339e-01	 9.9933e-01
	 nan	28.242	1.0232	 3.2538e+01	 1.0057e+00	 9.8264e-01	 1.0009e+00
	 nan	28.25	1.0225	 3.2552e+01	 1.0057e+00	 9.8189e-01	 9.9978e-01
	 nan	28.259	1.022	 3.2566e+01	 1.0057e+00	 9.8114e-01	 1.0005e+00
	 nan	28.268	1.0215	 3.2580e+01	 1.0058e+00	 9.8039e-01	 9.9933e-01
	 nan	28.277	1.0214	 3.2594e+01	 1.0058e+00	 9.7965e-01	 9.9922e-01
	 nan	28.285	1.0215	 3.2608e+01	 1.0058e+00	 9.7890e-01	 9.9933e-01
	 nan	28.294	1.0215	 3.2621e+01	 1.0058e+00	 9.7815e-01	 9.9930e-01
	 nan	28.303	1.0215	 3.2635e+01	 1.0059e+00	 9.7741e-01	 1.0003e+00
	 nan	28.312	1.0212	 3.2649e+01	 1.0059e+00	 9.7667e-01	 9.9922e-01
	 nan	28.321	1.0206	 3.2663e+01	 1.0059e+00	 9.7592e-01	 1.0001e+00
	 nan	28.329	1.0199	 3.2677e+01	 1.0060e+00	 9.7518e-01	 9.9908e-01
	 nan	28.338	1.0193	 3.2691e+01	 1.0060e+00	 9.7444e-01	 1.0004e+00
	 nan	28.347	1.0189	 3.2705e+01	 1.0060e+00	 9.7370e-01	 9.9981e-01
	 nan	28.356	1.0188	 3.2719e+01	 1.0060e+00	 9.7296e-01	 9.9970e-01
	 nan	28.365	1.0189	 3.2733e+01	 1.0061e+00	 9.7222e-01	 9.9952e-01
	 nan	28.374	1.0191	 3.2747e+01	 1.0061e+00	 9.7148e-01	 9.9933e-01
	 nan	28.383	1.0192	 3.2761e+01	 1.0061e+00	 9.7074e-01	 1.0007e+00
	 nan	28.392	1.019	 3.2776e+01	 1.0061e+00	 9.7000e-01	 9.9978e-01
	 nan	28.4	1.0186	 3.2790e+01	 1.0062e+00	 9.6926e-01	 1.0005e+00
	 nan	28.409	1.0182	 3.2804e+01	 1.0062e+00	 9.6852e-01	 9.9911e-01
	 nan	28.418	1.0177	 3.2818e+01	 1.0062e+00	 9.6778e-01	 1.0000e+00
	 nan	28.427	1.0175	 3.2832e+01	 1.0062e+00	 9.6705e-01	 9.9926e-01
	 nan	28.436	1.0176	 3.2846e+01	 1.0063e+00	 9.6631e-01	 9.9970e-01
	 nan	28.445	1.0179	 3.2860e+01	 1.0063e+00	 9.6558e-01	 1.0006e+00
	 nan	28.454	1.0183	 3.2875e+01	 1.0063e+00	 9.6484e-01	 9.9970e-01
	 nan	28.463	1.0184	 3.2889e+01	 1.0063e+00	 9.6411e-01	 1.0004e+00
	 nan	28.472	1.0184	 3.2903e+01	 1.0064e+00	 9.6338e-01	 9.9926e-01
	 nan	28.481	1.0182	 3.2917e+01	 1.0064e+00	 9.6264e-01	 1.0008e+00
	 nan	28.49	1.0178	 3.2931e+01	 1.0064e+00	 9.6191e-01	 9.9948e-01
	 nan	28.499	1.0174	 3.2946e+01	 1.0064e+00	 9.6118e-01	 1.0000e+00
	 nan	28.509	1.0173	 3.2960e+01	 1.0064e+00	 9.6045e-01	 9.9967e-01
	 nan	28.518	1.0175	 3.2974e+01	 1.0065e+00	 9.5972e-01	 9.9978e-01
	 nan	28.527	1.0179	 3.2989e+01	 1.0065e+00	 9.5899e-01	 1.0008e+00
	 nan	28.536	1.0183	 3.3003e+01	 1.0065e+00	 9.5826e-01	 9.9959e-01
	 nan	28.545	1.0185	 3.3017e+01	 1.0065e+00	 9.5753e-01	 1.0004e+00
	 nan	28.554	1.0185	 3.3032e+01	 1.0065e+00	 9.5680e-01	 9.9908e-01
	 nan	28.563	1.0184	 3.3046e+01	 1.0066e+00	 9.5607e-01	 1.0007e+00
	 nan	28.572	1.018	 3.3060e+01	 1.0066e+00	 9.5534e-01	 9.9967e-01
	 nan	28.582	1.0178	 3.3075e+01	 1.0066e+00	 9.5461e-01	 1.0003e+00
	 nan	28.591	1.0178	 3.3089e+01	 1.0066e+00	 9.5388e-01	 9.9985e-01
	 nan	28.6	1.018	 3.3104e+01	 1.0066e+00	 9.5316e-01	 9.9959e-01
	 nan	28.609	1.0185	 3.3118e+01	 1.0066e+00	 9.5243e-01	 1.0010e+00
	 nan	28.618	1.019	 3.3132e+01	 1.0066e+00	 9.5171e-01	 9.9970e-01
	 nan	28.628	1.0194	 3.3147e+01	 1.0067e+00	 9.5098e-01	 1.0005e+00
	 nan	28.637	1.0195	 3.3161e+01	 1.0067e+00	 9.5026e-01	 9.9919e-01
	 nan	28.646	1.0193	 3.3176e+01	 1.0067e+00	 9.4953e-01	 1.0002e+00
	 nan	28.655	1.0191	 3.3190e+01	 1.0067e+00	 9.4881e-01	 9.9933e-01
	 nan	28.665	1.0189	 3.3205e+01	 1.0067e+00	 9.4808e-01	 9.9941e-01
	 nan	28.674	1.019	 3.3220e+01	 1.0067e+00	 9.4736e-01	 9.9967e-01
	 nan	28.683	1.0192	 3.3234e+01	 1.0068e+00	 9.4664e-01	 9.9970e-01
	 nan	28.693	1.0197	 3.3249e+01	 1.0068e+00	 9.4591e-01	 1.0009e+00
	 nan	28.702	1.0202	 3.3263e+01	 1.0068e+00	 9.4520e-01	 9.9970e-01
	 nan	28.711	1.0205	 3.3278e+01	 1.0068e+00	 9.4448e-01	 1.0009e+00
	 nan	28.721	1.0207	 3.3292e+01	 1.0068e+00	 9.4376e-01	 9.9959e-01
	 nan	28.73	1.0205	 3.3307e+01	 1.0069e+00	 9.4304e-01	 1.0004e+00
	 nan	28.739	1.0202	 3.3322e+01	 1.0069e+00	 9.4232e-01	 1.0004e+00
	 nan	28.749	1.02	 3.3336e+01	 1.0069e+00	 9.4161e-01	 1.0001e+00
	 nan	28.758	1.02	 3.3351e+01	 1.0069e+00	 9.4089e-01	 1.0001e+00
	 nan	28.767	1.0203	 3.3366e+01	 1.0069e+00	 9.4018e-01	 9.9904e-01
	 nan	28.777	1.0208	 3.3380e+01	 1.0069e+00	 9.3946e-01	 1.0007e+00
	 nan	28.786	1.0213	 3.3395e+01	 1.0069e+00	 9.3875e-01	 9.9963e-01
	 nan	28.796	1.0216	 3.3410e+01	 1.0069e+00	 9.3803e-01	 1.0003e+00
	 nan	28.805	1.0217	 3.3425e+01	 1.0070e+00	 9.3732e-01	 9.9919e-01
	 nan	28.815	1.0215	 3.3439e+01	 1.0070e+00	 9.3660e-01	 1.0003e+00
	 nan	28.824	1.0211	 3.3454e+01	 1.0070e+00	 9.3589e-01	 1.0003e+00
	 nan	28.834	1.0209	 3.3469e+01	 1.0070e+00	 9.3518e-01	 1.0000e+00
	 nan	28.843	1.0209	 3.3484e+01	 1.0070e+00	 9.3446e-01	 1.0003e+00
	 nan	28.853	1.0211	 3.3499e+01	 1.0070e+00	 9.3376e-01	 9.9948e-01
	 nan	28.862	1.0215	 3.3513e+01	 1.0070e+00	 9.3305e-01	 1.0010e+00
	 nan	28.872	1.0219	 3.3528e+01	 1.0070e+00	 9.3233e-01	 9.9944e-01
	 nan	28.882	1.0221	 3.3543e+01	 1.0071e+00	 9.3162e-01	 1.0003e+00
	 nan	28.891	1.0221	 3.3558e+01	 1.0071e+00	 9.3091e-01	 9.9963e-01
	 nan	28.901	1.0218	 3.3573e+01	 1.0071e+00	 9.3020e-01	 1.0002e+00
	 nan	28.91	1.0214	 3.3588e+01	 1.0071e+00	 9.2949e-01	 1.0001e+00
